Sensitivity_Type,Scenario,Shock,District,Predicted_Average_Price_Growth,Predicted_Median_Price_Growth,Average_Growth_Change,Median_Growth_Change
Individuals_only,+0%,0.0,BRENT,0.0002193556221380343,0.01515853635076416,0.0,0.0
Individuals_only,+0%,0.0,BROMLEY,0.006489414829163787,0.020506553044926067,0.0,0.0
Individuals_only,+0%,0.0,CAMDEN,-0.006254520767084649,-0.028313416349677826,0.0,0.0
Individuals_only,+0%,0.0,CITY OF LONDON,0.018983489263866553,-0.029827067986726588,0.0,0.0
Individuals_only,+0%,0.0,CITY OF WESTMINSTER,-0.06145735709480591,-0.04289972436057652,0.0,0.0
Individuals_only,+0%,0.0,CROYDON,0.029561314022622333,0.023699776972268792,0.0,0.0
Individuals_only,+0%,0.0,EALING,0.00608383175529776,0.01739234441898151,0.0,0.0
Individuals_only,+0%,0.0,ENFIELD,0.03555150244677379,0.021243320130398334,0.0,0.0
Individuals_only,+0%,0.0,GREENWICH,-0.0064009331237910375,0.010453723749914849,0.0,0.0
Individuals_only,+0%,0.0,HACKNEY,-0.005392933662054062,0.0014226897584764882,0.0,0.0
Individuals_only,+0%,0.0,HAMMERSMITH AND FULHAM,-0.02108322575656848,-0.020039064945931526,0.0,0.0
Individuals_only,+0%,0.0,HARINGEY,0.03128853012856318,0.01154065935679733,0.0,0.0
Individuals_only,+0%,0.0,HARROW,-0.0018773052823760337,0.012419180624280041,0.0,0.0
Individuals_only,+0%,0.0,HAVERING,0.018985513574993455,0.021973677522108274,0.0,0.0
Individuals_only,+0%,0.0,HILLINGDON,0.003190061256146333,0.019625944714013983,0.0,0.0
Individuals_only,+0%,0.0,HOUNSLOW,-0.00523613173873777,0.01798963042123021,0.0,0.0
Individuals_only,+0%,0.0,ISLINGTON,0.0036256498828960483,-0.018313190151463463,0.0,0.0
Individuals_only,+0%,0.0,KENSINGTON AND CHELSEA,-0.006627968196433933,-0.034656131683334944,0.0,0.0
Individuals_only,+0%,0.0,KINGSTON UPON THAMES,-0.02362592040976299,0.009136430412504316,0.0,0.0
Individuals_only,+0%,0.0,LAMBETH,-0.01641988309526682,-0.00624349189646764,0.0,0.0
Individuals_only,+0%,0.0,LEWISHAM,-0.002163817218985763,0.009665533938526559,0.0,0.0
Individuals_only,+0%,0.0,MERTON,-0.021085830757266322,0.012189409615093728,0.0,0.0
Individuals_only,+0%,0.0,NEWHAM,0.026088911967632633,0.025405657773967714,0.0,0.0
Individuals_only,+0%,0.0,REDBRIDGE,0.008637568662239773,0.021594450352182364,0.0,0.0
Individuals_only,+0%,0.0,RICHMOND UPON THAMES,0.005542977801698211,-0.03004395728482885,0.0,0.0
Individuals_only,+0%,0.0,SOUTHWARK,0.020359635291521665,-0.006763622718467112,0.0,0.0
Individuals_only,+0%,0.0,SUTTON,0.037374486696381534,0.027717497515479785,0.0,0.0
Individuals_only,+0%,0.0,TOWER HAMLETS,-0.035078369814474555,-0.007426316803254619,0.0,0.0
